ds,yhat,yhat_lower,yhat_upper
2024-05-16,5.0282460861596965,1.709733990978715,8.28344791566842
2024-05-17,4.93872144892242,1.325336644080777,8.423552856343088
2024-05-18,3.9663109223605635,0.5505273926395327,7.380442595201867
2024-05-19,4.298399172796902,0.9775172116005243,7.616407294631312
2024-05-20,3.854378786963255,0.4770684110161455,7.173201437686451
2024-05-21,3.602718271380652,0.10032980829506435,6.8994176026206455
2024-05-22,3.568707857032651,0.2778952456300975,7.210126550615187
2024-05-23,3.5290126448321315,-0.06562270145572838,7.037219213232999
2024-05-24,3.4061828974248636,-0.027867846370695403,6.739300668059676
2024-05-25,2.420012458407638,-0.9435436975930405,5.759772457302087
2024-05-26,2.7584214783239522,-0.6035610068710656,6.100404783134949
2024-05-27,2.340937871499608,-0.9201870363460433,5.895761719356079
2024-05-28,2.1357571237395194,-1.4511449209989729,5.542410717775944
2024-05-29,2.1674895394936398,-1.3731812195419109,5.88090107574209
2024-05-30,2.21172451778739,-0.970807969069077,5.649695812969017
2024-05-31,2.1895614687379177,-1.182705068898183,5.606852737410679
2024-06-01,1.3189979139587398,-1.9424405787970604,4.7544665149670085
2024-06-02,1.7858502781477386,-1.6361469001675382,5.384566676305709
2024-06-03,1.5072809059478005,-1.902276004193055,5.022148690769913
2024-06-04,1.4489098381617342,-1.7689668100745666,5.0171259770080665
2024-06-05,1.632619181479312,-1.7185412494453256,4.811151199372271
2024-06-06,1.8311782699735055,-1.4462288032220392,5.397227486052082
2024-06-07,1.9628377384088291,-1.6116483733619642,5.4014147538991235
2024-06-08,1.2427814963425217,-2.3228522142127312,4.695971378685936
2024-06-09,1.854110534243377,-1.6548911113746014,5.243740615134187
2024-06-10,1.7114305383051067,-1.557861198848357,5.165041436558616
2024-06-11,1.7780203503646532,-1.6995255065249508,5.229711270224771
2024-06-12,2.073687707843373,-1.436853532249169,5.309812043908622
2024-06-13,2.369439197975946,-1.1882844376962216,5.9469668023269735
2024-06-14,2.582111450357255,-0.7848497580895185,6.151375057436619
2024-06-15,1.9258516576114808,-1.6895196052003483,4.91688361233288
2024-06-16,2.583120676125604,-0.7084624481381813,6.1424158854108475
2024-06-17,2.468290241964649,-0.8192800742474288,5.859840300155321
2024-06-18,2.544811145548506,-1.1209068101846942,6.114167747039231
2024-06-19,2.8330588607353784,-0.5077075482254092,5.977650695303038
2024-06-20,3.104983874617422,-0.4626200845729672,6.656539125526786
2024-06-21,3.278714296769452,-0.2793116915271832,6.6674886177923165
2024-06-22,2.569999619900014,-0.7241894904428083,5.998778112905118
2024-06-23,3.1631698722149286,-0.1287026151484039,6.545381932612238
2024-06-24,2.974682864665371,-0.6817808757618256,6.399667967596509
